"SOURCE_TABLE","SOURCE_COLUMN","SOURCE_VALUE","SOURCE_DESCRIPTION","TARGET_TABLE","TARGET_COLUMN","TARGET_CONCEPT_ID_CHAR","COMMENTS","TARGET_CONCEPT_ID"
"DEATH","DEATH_SOURCE","NI","No  information","","","0","From N3C","0"
"DEATH_CAUSE","DEATH_CAUSE_TYPE","O","O=Other","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ABK","Abkhazian","","","44784495","From N3C","44784495"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","AST","Asturian;  Bable;  Leonese;  Asturleonese","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","AVA","Avaric","","","46285397","From N3C","46285397"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BAM","Bambara","","","46285399","From N3C","46285399"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BAN","Balinese","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BAS","Basa","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BUL","Bulgarian","","","44783940","From N3C","44783940"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","CHE","Chechen","","","46287100","From N3C","46287100"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","CHK","Chuukese","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","CHM","Mari","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","CHN","Chinook  jargon","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","CHV","Chuvash","","","46287223","From N3C","46287223"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","DAR","Dargwa","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","DOI","Dogri","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FRA","French","","","4153317","From N3C","4153317"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FRS","Eastern  Frisian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","GIL","Gilbertese","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","GUJ","Gujarati","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","HAI","Haida","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","HAT","Haitian;  Haitian  Creole","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","HMN","Hmong;  Mong","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ILO","Iloko","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ISL","Icelandic","","","44784504","From N3C","44784504"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KAL","Kalaallisut;  Greenlandic","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KAM","Kamba","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KAU","Kanuri","","","46285409","From N3C","46285409"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KHA","Khasi","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KOM","Komi","","","46285410","From N3C","46285410"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KUM","Kumyk","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LIM","Limburgan;  Limburger;  Limburgish","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LUG","Ganda","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LUO","Luo  (Kenya  and  Tanzania)","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LUS","Lushai","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MAG","Magahi","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MNC","Manchu","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MYA","Burmese","","","44782882","From N3C","44782882"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SAT","Santali","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SIN","Sinhala;  Sinhalese","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TAH","Tahitian","","","46285429","From N3C","46285429"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TAM","Tamil","","","4152379","From N3C","4152379"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TEM","Timne","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TUM","Tumbuka","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","URD","Urdu","","","4154084","From N3C","4154084"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","VAI","Vai","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","VIE","Vietnamese","","","4236304","From N3C","4236304"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","WOL","Wolof","","","44782919","From N3C","44782919"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","XHO","Xhosa","","","44782920","From N3C","44782920"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","YAP","Yapese","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ZHA","Zhuang;  Chuang","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ZHO","Chinese","","","46285401","From N3C","46285401"
"DEMOGRAPHIC","RACE","01","","PERSON","RACE_CONCEPT_ID","8657","From N3C","8657"
"DEMOGRAPHIC","RACE","03","","PERSON","RACE_CONCEPT_ID","8516","From N3C","8516"
"DEMOGRAPHIC","RACE","05","","PERSON","RACE_CONCEPT_ID","8527","From N3C","8527"
"DEMOGRAPHIC","RACE","NI","","PERSON","RACE_CONCEPT_ID","0","From N3C","0"
"DEMOGRAPHIC","SEX","OT","","PERSON","GENDER_CONCEPT_ID","0","From N3C","0"
"DEMOGRAPHIC","SEXUAL_ORIENTATION","NI","NI=No  information","","","0","From N3C","0"
"DISPENSING","DISPENSE_SOURCE","CL","CL=Claim","","","32810","From N3C","32810"
"IMMUNIZATION","VX_SOURCE","PR","PR=Patient-reported","","","32865","From N3C","32865"
"IMMUNIZATION","VX_SOURCE","UN","UN=Unknown","","","0","From N3C","0"
"LAB_RESULT_CM","LAB_RESULT_SOURCE","NI","NI=No information","","","0","From N3C","0"
"LAB_RESULT_CM","NORM_MODIFIER_HIGH","NI","NI=No  information","","","0","From N3C","0"
"LAB_RESULT_CM","NORM_MODIFIER_HIGH","OT","OT=Other","","","0","From N3C","0"
"LAB_RESULT_CM","RAW_RESULT","A","Blood Group A","","","4008253","From N3C","4008253"
"LAB_RESULT_CM","RAW_RESULT","AB+","AB POS","","","46237873","From N3C","46237873"
"LAB_RESULT_CM","RAW_RESULT","B-","B NEGATIVE","","","46237872","From N3C","46237872"
"LAB_RESULT_CM","RAW_RESULT","INCONCLUSIVE","INCONCLUSIVE","","","45877990","From N3C","45877990"
"LAB_RESULT_CM","RAW_RESULT","O","O","","","4237761","From N3C","4237761"
"LAB_RESULT_CM","RAW_RESULT","O+","O+","","","46237992","From N3C","46237992"
"LAB_RESULT_CM","RESULT_QUAL","AB POS","AB POS","","","46237873","From N3C","46237873"
"LAB_RESULT_CM","RESULT_QUAL","AB POSITIVE","AB POSITIVE","","","46237873","From N3C","46237873"
"LAB_RESULT_CM","RESULT_QUAL","B POSITIVE","B POSITIVE","","","46237993","From N3C","46237993"
"LAB_RESULT_CM","RESULT_QUAL","NEGATIVE","Negative","","","45878583","From N3C","45878583"
"LAB_RESULT_CM","RESULT_QUAL","O Negative","O NEGATIVE","","","46237435","From N3C","46237435"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%","percent","","","8554","From N3C","8554"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{blocked}","percent blocked","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{dose}","percent dose","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{excretion}","percent excretion","","","9223","From N3C","9223"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/10*6","per million","","","9241","From N3C","9241"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/mm","per millimeter","","","8588","From N3C","8588"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/uL","per microliter","","","8647","From N3C","8647"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/wk","per week","","","44777559","From N3C","44777559"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*6","million","","","8549","From N3C","8549"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*6/(24.h)","million per 24 hour","","","8910","From N3C","8910"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","A/m","ampere per meter","","","8543","From N3C","8543"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","L/L","liter per liter","","","44777604","From N3C","44777604"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","L/s","liter per second","","","32700","From N3C","32700"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","MG/DL","milligram per deciliter","","","8840","From N3C","8840"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U","enzyme unit","","","9648","From N3C","9648"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/10*9","enzyme unit per billion","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U{25Cel}/L","enzyme unit per liter at 25 deg Celsius","","","8645","From N3C","8645"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U{37Cel}/L","enzyme unit per liter at 37 deg Celsius","","","8645","From N3C","8645"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","V","volt","","","9677","From N3C","9677"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[IU]/d","international unit per day","","","8923","From N3C","8923"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[IU]/kg/h","international unit per kilogram per hour","","","9335","From N3C","9335"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[IU]/mg{creat}","international unit per milligram of creatinine","","","45891019","From N3C","45891019"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[IU]/min","international unit per minute","","","8923","From N3C","8923"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[dr_av]","dram  (US and British)","","","9295","From N3C","9295"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[pH]","pH","","","8482","From N3C","8482"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[yd_i]","yard (international)","","","9420","From N3C","9420"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","dg","decigram","","","9485","From N3C","9485"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","eq/umol","equivalent per micromole","","","9493","From N3C","9493"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","fmol/g","femtomole per gram","","","9499","From N3C","9499"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","g/kg/d","gram per kilogram per day","","","9512","From N3C","9512"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","g/mmol","gram per millimole","","","32702","From N3C","32702"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","g{total_prot}","gram of total protein","","","44777599","From N3C","44777599"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","g{wet_tissue}","gram of wet tissue","","","9251","From N3C","9251"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","kL","kiloliter","","","9535","From N3C","9535"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","kg/mol","kilogram per mole","","","9533","From N3C","9533"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mL/(10.h)","milliliter per 10 hour","","","44777613","From N3C","44777613"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mL/[sin_i]","milliliter per square inch (international)","","","9327","From N3C","9327"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mL/d","milliliter per day","","","9570","From N3C","9570"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mL/h","milliliter per hour","","","44777613","From N3C","44777613"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mL/{beat}","milliliter per heart beat","","","9569","From N3C","9569"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mU/g{prot}","milli enzyme unit per gram of protein","","","8979","From N3C","8979"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mU/mL/min","milli  enzyme unit per milliliter per minute","","","8795","From N3C","8795"
"DEATH_CAUSE","DEATH_CAUSE_CONFIDENCE","UN","UN=Unknown","","","0","From N3C","0"
"DEATH_CAUSE","DEATH_CAUSE_TYPE","NI","NI=No  information","","","0","From N3C","0"
"DEMOGRAPHIC","GENDER_IDENTITY","GQ","GQ=Genderqueer","","","0","From N3C","0"
"DEMOGRAPHIC","HISPANIC","NI","","PERSON","ETHNICITY_CONCEPT_ID","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ANP","Angika","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ARG","Aragonese","","","44805848","From N3C","44805848"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BIK","Bikol","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","COS","Corsican","","","44784501","From N3C","44784501"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","DAK","Dakota","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","DGR","Dogrib","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","EKA","Ekajuk","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FAO","Faroese","","","44782487","From N3C","44782487"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FIN","Finnish","","","4189332","From N3C","4189332"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","GAY","Gayo","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","GSW","Swiss  German;  Alemannic;  Alsatian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","HER","Herero","","","46285407","From N3C","46285407"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","HSB","Upper  Sorbian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","HUN","Hungarian","","","44782888","From N3C","44782888"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","IND","Indonesian","","","44782889","From N3C","44782889"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","INH","Ingush","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KAA","Kara-Kalpak","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KOR","Korean","","","4250124","From N3C","4250124"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KPE","Kpelle","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KUA","Kuanyama;  Kwanyama","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LAD","Ladino","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LAV","Latvian","","","44782895","From N3C","44782895"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LIT","Lithuanian","","","4253313","From N3C","4253313"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LUA","Luba-Lulua","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MAI","Maithili","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MAL","Malayalam","","","4256747","From N3C","4256747"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MON","Mongolian","","","44784512","From N3C","44784512"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MWR","Marwari","","","0","From N3C","0"
"IMMUNIZATION","VX_SOURCE","DR","DR=Derived","","","0","From N3C","0"
"LAB_RESULT_CM","NORM_MODIFIER_HIGH","UN","UN=Unknown","","","0","From N3C","0"
"LAB_RESULT_CM","RAW_RESULT","A NEG","A NEG","","","46237061","From N3C","46237061"
"LAB_RESULT_CM","RAW_RESULT","AB NEGATIVE","AB NEGATIVE","","","46237994","From N3C","46237994"
"LAB_RESULT_CM","RAW_RESULT","B POSITIVE","B POSITIVE","","","46237993","From N3C","46237993"
"LAB_RESULT_CM","RAW_RESULT","B+","B POSITIVE","","","46237993","From N3C","46237993"
"LAB_RESULT_CM","RAW_RESULT","see comment","see comment","","","0","From N3C","0"
"LAB_RESULT_CM","RESULT_QUAL","A NEGATIVE","A NEGATIVE","","","46237061","From N3C","46237061"
"LAB_RESULT_CM","RESULT_QUAL","A POS","A POS","","","46238174","From N3C","46238174"
"LAB_RESULT_CM","RESULT_QUAL","A-","A-","","","46237061","From N3C","46237061"
"LAB_RESULT_CM","RESULT_QUAL","B","Blood Group B","","","4009006","From N3C","4009006"
"LAB_RESULT_CM","RESULT_QUAL","B POS","B POSITIVE","","","46237993","From N3C","46237993"
"LAB_RESULT_CM","RESULT_QUAL","ELEVATED","Elevated","","","4328749","From N3C","4328749"
"LAB_RESULT_CM","RESULT_QUAL","Invalid","Invalid","","","46237613","From N3C","46237613"
"LAB_RESULT_CM","RESULT_QUAL","O","O","","","4237761","From N3C","4237761"
"LAB_RESULT_CM","RESULT_QUAL","PENDING","Pending","","","1177297","From N3C","1177297"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{WBCs}","percent of white blood cells","","","9229","From N3C","9229"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{abnormal}","percent abnormal","","","9216","From N3C","9216"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{aggregation}","percent aggregation","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{bound}","percent bound","","","9220","From N3C","9220"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{breakdown}","percent breakdown","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{hemolysis}","percent hemolysis","","","9226","From N3C","9226"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{pooled_plasma}","percent normal pooled plasma","","","9681","From N3C","9681"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{residual}","percent residual","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{uptake}","percent uptake","","","8649","From N3C","8649"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/10*12","per trillion","","","9239","From N3C","9239"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/[LPF]","per low power field","","","8765","From N3C","8765"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/d","per day","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/mL","per milliliter","","","9257","From N3C","9257"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/mo","per month","","","44777658","From N3C","44777658"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*4/uL","10 thousand per microliter","","","32706","From N3C","32706"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*9/L","billion per liter","","","9444","From N3C","9444"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","A","ampere","","","8543","From N3C","8543"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","Hz","Hertz","","","9521","From N3C","9521"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","N","Newton","","","9599","From N3C","9599"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","Ohm","Ohm","","","9618","From N3C","9618"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","Ohm.m","Ohm meter","","","9618","From N3C","9618"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/kg{Hb}","enzyme unit per kilogram of hemoglobin","","","9651","From N3C","9651"
"LAB_RESULT_CM","RESULT_UNIT","mL/min","","MEASUREMENT","UNIT_CONCEPT_ID","8795","UNC","8795"
"LAB_RESULT_CM","RESULT_UNIT","mL/s","","MEASUREMENT","UNIT_CONCEPT_ID","44777614","UNC","44777614"
"LAB_RESULT_CM","RESULT_UNIT","mm","","MEASUREMENT","UNIT_CONCEPT_ID","8588","UNC","8588"
"LAB_RESULT_CM","RESULT_UNIT","mm/h","","MEASUREMENT","UNIT_CONCEPT_ID","8752","UNC","8752"
"LAB_RESULT_CM","RESULT_UNIT","mm[Hg]","","MEASUREMENT","UNIT_CONCEPT_ID","8876","UNC","8876"
"LAB_RESULT_CM","RESULT_UNIT","mmol","","MEASUREMENT","UNIT_CONCEPT_ID","9573","UNC","9573"
"LAB_RESULT_CM","RESULT_UNIT","mmol/(24.h)","","MEASUREMENT","UNIT_CONCEPT_ID","8910","UNC","8910"
"LAB_RESULT_CM","RESULT_UNIT","mmol/L","","MEASUREMENT","UNIT_CONCEPT_ID","8753","UNC","8753"
"LAB_RESULT_CM","RESULT_UNIT","mmol/mol{creat}","","MEASUREMENT","UNIT_CONCEPT_ID","9019","UNC","9019"
"LAB_RESULT_CM","RESULT_UNIT","mosm/kg","","MEASUREMENT","UNIT_CONCEPT_ID","8862","UNC","8862"
"LAB_RESULT_CM","RESULT_UNIT","[MPL'U]","","MEASUREMENT","UNIT_CONCEPT_ID","9101","UNC","9101"
"LAB_RESULT_CM","RESULT_UNIT","[MPL'U]/mL","","MEASUREMENT","UNIT_CONCEPT_ID","9158","UNC","9158"
"LAB_RESULT_CM","RESULT_UNIT","ng/dL","","MEASUREMENT","UNIT_CONCEPT_ID","8817","UNC","8817"
"LAB_RESULT_CM","RESULT_UNIT","ng/g","","MEASUREMENT","UNIT_CONCEPT_ID","8701","UNC","8701"
"LAB_RESULT_CM","RESULT_UNIT","ng/L","","MEASUREMENT","UNIT_CONCEPT_ID","8725","UNC","8725"
"LAB_RESULT_CM","RESULT_UNIT","ng/mg{creat}","","MEASUREMENT","UNIT_CONCEPT_ID","44777625","UNC","44777625"
"LAB_RESULT_CM","RESULT_UNIT","ng/mL","","MEASUREMENT","UNIT_CONCEPT_ID","8842","UNC","8842"
"LAB_RESULT_CM","RESULT_UNIT","ng/mL/h","","MEASUREMENT","UNIT_CONCEPT_ID","9020","UNC","9020"
"LAB_RESULT_CM","RESULT_UNIT","nm","","MEASUREMENT","UNIT_CONCEPT_ID","8577","UNC","8577"
"LAB_RESULT_CM","RESULT_UNIT","nmol","","MEASUREMENT","UNIT_CONCEPT_ID","9607","UNC","9607"
"LAB_RESULT_CM","RESULT_UNIT","nmol/(24.h)","","MEASUREMENT","UNIT_CONCEPT_ID","44777627","UNC","44777627"
"CONDITION","RAW_CONDITION_SOURCE","PATIENT_PROBLEM_LIST","","CONDITION_OCCURRENCE","CONDITION_TYPE_CONCEPT_ID","32840","","32840"
"CONDITION","RAW_CONDITION_SOURCE","HOSPITAL_PROBLEM_LIST","","CONDITION_OCCURRENCE","CONDITION_TYPE_CONCEPT_ID","32840","","32840"
"DIAGNOSIS","RAW_DX_SOURCE","HSP_ADMIT_DX","","CONDITION_OCCURRENCE","CONDITION_TYPE_CONCEPT_ID","32817","","32817"
"DIAGNOSIS","RAW_DX_SOURCE","DA","","CONDITION_OCCURRENCE","CONDITION_TYPE_CONCEPT_ID","32817","","32817"
"DIAGNOSIS","RAW_DX_SOURCE","HSP_FINAL_DX","","CONDITION_OCCURRENCE","CONDITION_TYPE_CONCEPT_ID","32821","","32821"
"DIAGNOSIS","RAW_DX_SOURCE","DF","","CONDITION_OCCURRENCE","CONDITION_TYPE_CONCEPT_ID","32821","","32821"
"DIAGNOSIS","RAW_DX_SOURCE","PAT_ENC_DX","","CONDITION_OCCURRENCE","CONDITION_TYPE_CONCEPT_ID","32827","","32827"
"DIAGNOSIS","RAW_DX_SOURCE","DE","","CONDITION_OCCURRENCE","CONDITION_TYPE_CONCEPT_ID","32827","","32827"
"DIAGNOSIS","RAW_DX_SOURCE","PB_TRANS_DX","","CONDITION_OCCURRENCE","CONDITION_TYPE_CONCEPT_ID","32875","","32875"
"LAB_RESULT_CM","RESULT_UNIT","nmol/g","","MEASUREMENT","UNIT_CONCEPT_ID","9609","UNC","9609"
"LAB_RESULT_CM","RESULT_UNIT","nmol/h/mL","","MEASUREMENT","UNIT_CONCEPT_ID","44777631","UNC","44777631"
"LAB_RESULT_CM","RESULT_UNIT","nmol/L","","MEASUREMENT","UNIT_CONCEPT_ID","8736","UNC","8736"
"LAB_RESULT_CM","RESULT_UNIT","nmol/mL","","MEASUREMENT","UNIT_CONCEPT_ID","8843","UNC","8843"
"LAB_RESULT_CM","RESULT_UNIT","nmol/mmol","","MEASUREMENT","UNIT_CONCEPT_ID","9612","UNC","9612"
"LAB_RESULT_CM","RESULT_UNIT","Ohm","","MEASUREMENT","UNIT_CONCEPT_ID","9618","UNC","9618"
"LAB_RESULT_CM","RESULT_UNIT","pg","","MEASUREMENT","UNIT_CONCEPT_ID","8564","UNC","8564"
"LAB_RESULT_CM","RESULT_UNIT","pg/dL","","MEASUREMENT","UNIT_CONCEPT_ID","8820","UNC","8820"
"LAB_RESULT_CM","RESULT_UNIT","pg/mL","","MEASUREMENT","UNIT_CONCEPT_ID","8845","UNC","8845"
"LAB_RESULT_CM","RESULT_UNIT","pmol","","MEASUREMENT","UNIT_CONCEPT_ID","9630","UNC","9630"
"LAB_RESULT_CM","RESULT_UNIT","pmol/L","","MEASUREMENT","UNIT_CONCEPT_ID","8729","UNC","8729"
"LAB_RESULT_CM","RESULT_UNIT","%{positive}","","MEASUREMENT","UNIT_CONCEPT_ID","9231","UNC","9231"
"LAB_RESULT_CM","RESULT_UNIT","{ratio}","","MEASUREMENT","UNIT_CONCEPT_ID","8523","UNC","8523"
"LAB_RESULT_CM","RESULT_UNIT","s","","MEASUREMENT","UNIT_CONCEPT_ID","8555","UNC","8555"
"LAB_RESULT_CM","RESULT_UNIT","{titer}","","MEASUREMENT","UNIT_CONCEPT_ID","8525","UNC","8525"
"LAB_RESULT_CM","RESULT_UNIT","ug/(24.h)","","MEASUREMENT","UNIT_CONCEPT_ID","8906","UNC","8906"
"LAB_RESULT_CM","RESULT_UNIT","ug/dL","","MEASUREMENT","UNIT_CONCEPT_ID","8837","UNC","8837"
"LAB_RESULT_CM","RESULT_UNIT","ug{FEU}/mL","","MEASUREMENT","UNIT_CONCEPT_ID","8989","UNC","8989"
